id	filename	md5	size	state
5d75cc96-b62d-4fa8-97d0-0b451142ca63	5d75cc96-b62d-4fa8-97d0-0b451142ca63/9022cbdb-68e8-42f0-9f48-bafb469603f6.rna_seq.augmented_star_gene_counts.tsv	b9f064c45f80fda043bf7aabad9b2376	4213778	validated
5fd845a3-7052-47f6-a272-d7cd4e15a232	5fd845a3-7052-47f6-a272-d7cd4e15a232/d39f28a3-5c15-456a-9bbb-907090b60488.rna_seq.augmented_star_gene_counts.tsv	8262f6d56fc5cdd9a6e46b5dec8751dd	4209049	validated
65dba826-f06e-428e-9085-cc1096975072	65dba826-f06e-428e-9085-cc1096975072/e5af0953-87f1-4837-bea6-02d712349579.rna_seq.augmented_star_gene_counts.tsv	4358fa8eb16733eab718575fb21145f9	4239196	validated
693d8888-f01b-4c85-adb8-3409c892644e	693d8888-f01b-4c85-adb8-3409c892644e/03ec0a2b-67bd-4e6f-81ca-8aea221a1fc0.rna_seq.augmented_star_gene_counts.tsv	f1fea942878ba0818c67017c1e1bb433	4229414	validated
6a3aaaa9-bd2c-43db-89b1-4ea7b55b3fb6	6a3aaaa9-bd2c-43db-89b1-4ea7b55b3fb6/3127503e-55f9-4c48-bdde-08e98028050c.rna_seq.augmented_star_gene_counts.tsv	f42a6c49741cc998bde21d15c86babed	4207040	validated
6fab6425-e320-4561-b8e3-ba25e2879854	6fab6425-e320-4561-b8e3-ba25e2879854/dbc91b75-60a8-4f76-b6ae-b782a19596a4.rna_seq.augmented_star_gene_counts.tsv	f7de723d278dc6b94cb51024e0017042	4211111	validated
8154bc03-8601-4ea8-8b42-7da734363e14	8154bc03-8601-4ea8-8b42-7da734363e14/af98c7b9-ea2e-4ca6-a9f9-d4afe33cae69.rna_seq.augmented_star_gene_counts.tsv	bd0225523d6d7878744a694b22427e07	4216626	validated
8350b5ad-af2a-4913-b5cd-2d7b6733e798	8350b5ad-af2a-4913-b5cd-2d7b6733e798/fcd5cbed-8b9a-4794-b6a6-4f7a354ed42f.rna_seq.augmented_star_gene_counts.tsv	1ce1f9f2c36cd99b4d6ff7e5cb07da0f	4230687	validated
836f7476-b2e0-49a5-b17c-269cc1bca8f6	836f7476-b2e0-49a5-b17c-269cc1bca8f6/850e63a3-84ba-48e3-bc4b-07b83cd069f5.rna_seq.augmented_star_gene_counts.tsv	566146f6506226ecfbe05f6506474703	4204287	validated
9c9a1f15-e327-4d84-9dd7-150a4f24b16d	9c9a1f15-e327-4d84-9dd7-150a4f24b16d/eef40ded-bfed-4b98-ba55-82b390690526.rna_seq.augmented_star_gene_counts.tsv	4de2d7cdf35b7900bfc13416c5961d9e	4212245	validated
9cfecce5-d7bf-46bb-b4f8-e63f0789fc95	9cfecce5-d7bf-46bb-b4f8-e63f0789fc95/f2150a03-a330-44e0-b9ea-0db33254715d.rna_seq.augmented_star_gene_counts.tsv	8345cf6daf1e84088e7bf8df48ecd1fa	4224429	validated
a27dec09-2fb2-4900-93c9-65a3962b7baa	a27dec09-2fb2-4900-93c9-65a3962b7baa/0ed2eb1d-b2d9-4628-9e92-5b7ad67ba7a5.rna_seq.augmented_star_gene_counts.tsv	0c5d4e9af8e1cf5ad146724be32d80fc	4214932	validated
a87b7eeb-9606-4cbb-9ffc-82730eb4fce2	a87b7eeb-9606-4cbb-9ffc-82730eb4fce2/d9969322-2792-418b-9c3a-ba6bb0156c70.rna_seq.augmented_star_gene_counts.tsv	e24a06433768866cb51d0bf6c11c2642	4227976	validated
a8e4faaa-58ba-4fde-b670-4e332bc384f0	a8e4faaa-58ba-4fde-b670-4e332bc384f0/f8340543-f84a-4f02-be4c-744a2d9a51eb.rna_seq.augmented_star_gene_counts.tsv	c64539dd20725c4cf3daf5dc54bfcc69	4213135	validated
ac3afbaf-f9ba-4165-9b0f-4e8e279a4274	ac3afbaf-f9ba-4165-9b0f-4e8e279a4274/dc061f91-a44a-47ee-ab4a-6d44c5fb6981.rna_seq.augmented_star_gene_counts.tsv	4e04eb50ea1a56e53fc907560807f102	4197574	validated
af165644-2342-43c1-9b2d-a347773e67e3	af165644-2342-43c1-9b2d-a347773e67e3/d98f3475-c240-45c8-b697-c513d4910cfa.rna_seq.augmented_star_gene_counts.tsv	6e56e9a332357a700d015d789f2b5700	4221103	validated
b3a5d20f-4461-4d9c-8cb5-8bf8fe07d7b3	b3a5d20f-4461-4d9c-8cb5-8bf8fe07d7b3/d7757973-e415-482f-9300-257cd83c6922.rna_seq.augmented_star_gene_counts.tsv	58a9faee0af19eb2b02f64484132f0ce	4213289	validated
b4ecd3c2-1c21-4d70-8549-7fd89a6be970	b4ecd3c2-1c21-4d70-8549-7fd89a6be970/ecae0b8d-484c-41be-bce7-18f26b34b526.rna_seq.augmented_star_gene_counts.tsv	94f5ad8d89f54c8915c0470f56fa100f	4234730	validated
b70f4f9c-47c2-44a4-960a-11a41f1648b8	b70f4f9c-47c2-44a4-960a-11a41f1648b8/a8f9e2e2-294e-43ae-ab10-553750967cf4.rna_seq.augmented_star_gene_counts.tsv	abaec3e9679bf51c54f5982403fd01ef	4211683	validated
b93a06aa-47d6-45d7-90a8-ec262b17a408	b93a06aa-47d6-45d7-90a8-ec262b17a408/c4d8c992-0ba1-41f5-a8bb-92ecac4d1cf7.rna_seq.augmented_star_gene_counts.tsv	f664cc6802313aab351efa3d4e2c91cb	4212060	validated
bbe0e07d-f0ba-4d1c-81bd-79a18f711e53	bbe0e07d-f0ba-4d1c-81bd-79a18f711e53/a665ef5d-a4b4-4865-bd50-fef855f5d14d.rna_seq.augmented_star_gene_counts.tsv	0c5444033fb600bf58a1e3af548e8a8d	4233685	validated
c107b120-63cf-499f-851e-ab2a0e8d7f04	c107b120-63cf-499f-851e-ab2a0e8d7f04/c56f8b35-7092-4a03-a5ec-fa54863e97c5.rna_seq.augmented_star_gene_counts.tsv	e82ff7a2237667da5a485405fe148dc1	4202050	validated
d11ee721-40ab-48ad-94cc-39bf5b36ffc3	d11ee721-40ab-48ad-94cc-39bf5b36ffc3/129f13e8-2aaa-4bf1-ad81-6f15082b2ecd.rna_seq.augmented_star_gene_counts.tsv	bdae5391d24898e49d6cae94dd25abc9	4233541	validated
d5e9342b-0436-4893-8168-5dea1c86aa9d	d5e9342b-0436-4893-8168-5dea1c86aa9d/a66c99ab-fc78-4c20-9293-35347ca2b02e.rna_seq.augmented_star_gene_counts.tsv	28ab3c6c2496561f86c6912abbffdeda	4222383	validated
d92718a5-e7ca-4275-9e24-4f85a06d9af7	d92718a5-e7ca-4275-9e24-4f85a06d9af7/7643eddf-791c-46c6-b294-64458ca3f659.rna_seq.augmented_star_gene_counts.tsv	8db4b82c6c49497925d2d7703f9ad8c5	4236518	validated
dc465880-dff0-4e14-b31c-b437d168f0da	dc465880-dff0-4e14-b31c-b437d168f0da/67c9cd51-fc05-4660-adb1-aad41f551a9e.rna_seq.augmented_star_gene_counts.tsv	d5a241e73294e6928804a605c7ef8615	4206839	validated
e26fe0a8-6b88-4951-a566-41f5575c46bc	e26fe0a8-6b88-4951-a566-41f5575c46bc/f8801583-a364-4225-a859-1641f86afcb2.rna_seq.augmented_star_gene_counts.tsv	e756a66afb6b27725d474fccb19e8d15	4228400	validated
ef23b7af-6c91-4cb4-961c-07acec32e4fd	ef23b7af-6c91-4cb4-961c-07acec32e4fd/6ffcf9cc-ed13-4fba-9027-442401418651.rna_seq.augmented_star_gene_counts.tsv	b714180de7af29bf3458911434d1458b	4220420	validated
f8321222-1c07-4fb9-a1da-84e487d1a001	f8321222-1c07-4fb9-a1da-84e487d1a001/9610a0dd-99c0-405e-a051-1759850edf6a.rna_seq.augmented_star_gene_counts.tsv	7fb9ce091d30ffcd746489e2fc94bfcc	4219992	validated
fb4e4a6a-0553-4fa6-bef4-2dade76c2042	fb4e4a6a-0553-4fa6-bef4-2dade76c2042/149c746d-df57-4c6a-bc8a-189bba0c3cdf.rna_seq.augmented_star_gene_counts.tsv	d41c59b4fc5ba245f400a2e8ce2743ea	4221157	validated
